Walls,Value,Queens:
4611686018427388928,7,9232388041867265024
4611686018427388416,7,9232388041867265024
3458764513820540928,7,9232388041867265024
2882303761517117440,7,9232388041867265024
2594073385365405696,7,9232388041867265024
2449958197289549824,7,9232388041867265024
2341871806232657920,7,9232388041867265024
2323857407723175936,7,9232388041867265024
2314850208468434944,7,9232388041867265024
2310346608841064448,7,9232388041867265024
2308094809027379200,7,9232388041867265024
2306968909120536576,7,9232388041867265024
2306405959167115264,7,9232388041867265024
2305983746702049280,7,9232388041867265024
2305913377957871616,7,9232388041867265024
2305878193585782784,7,9232388041867265024
2305860601399738368,7,9232388041867265024
2305851805306716160,7,9232388041867265024
2305847407260205056,7,9232388041867265024
2305845208236949504,7,9232388041867265024
2305843558969507840,7,9232388041867265024
2305843284091600896,7,9232388041867265024
2305843146652647424,7,9232388041867265024
2305843077933170688,7,9232388041867265024
2305843043573432320,7,9232388041867265024
2305843026393563136,7,9232388041867265024
2305843017803628544,7,9232388041867265024
2305843011361177600,7,9232388041867265024
2305843010287435776,7,9232388041867265024
2305843009750564864,7,9232388041867265024
2305843009482129408,7,9232388041867265024
2305843009347911680,7,9232388041867265024
2305843009280802816,7,9232388041867265024
2305843009247248384,7,9232388041867265024
2305843009222082560,7,9232388041867265024
2305843009217888256,7,9232388041867265024
2305843009215791104,7,9232388041867265024
2305843009214742528,7,9232388041867265024
2305843009214218240,7,9232388041867265024
2305843009213956096,7,9232388041867265024
2305843009213825024,7,9232388041867265024
2305843009213726720,7,9232388041867265024
2305843009213710336,7,9232388041867265024
2305843009213702144,7,9232388041867265024
2305843009213698048,7,9232388041867265024
2305843009213696000,7,9232388041867265024
2305843009213694976,7,9232388041867265024
2305843009213694464,7,9232388041867265024
1729382256910270464,7,9232388041867265024
1441151880758558720,7,9232388041867265024
1297036692682702848,7,9232388041867265024
1188950301625810944,7,9232388041867265024
1170935903116328960,7,9232388041867265024
1161928703861587968,7,9232388041867265024
1157425104234217472,7,9232388041867265024
1155173304420532224,7,9232388041867265024
1154047404513689600,7,9232388041867265024
1153484454560268288,7,9232388041867265024
1153062242095202304,7,9232388041867265024
1152991873351024640,7,9232388041867265024
1152956688978935808,7,9232388041867265024
1152939096792891392,7,9232388041867265024
1152930300699869184,7,9232388041867265024
1152925902653358080,7,9232388041867265024
1152923703630102528,7,9232388041867265024
1152922054362660864,7,9232388041867265024
1152921779484753920,7,9232388041867265024
1152921642045800448,7,9232388041867265024
1152921573326323712,7,9232388041867265024
1152921538966585344,7,9232388041867265024
1152921521786716160,7,9232388041867265024
1152921513196781568,7,9232388041867265024
1152921506754330624,7,9232388041867265024
1152921505680588800,7,9232388041867265024
1152921505143717888,7,9232388041867265024
1152921504875282432,7,9232388041867265024
1152921504741064704,7,9232388041867265024
1152921504673955840,7,9232388041867265024
1152921504640401408,7,9232388041867265024
1152921504615235584,7,9232388041867265024
1152921504611041280,7,9232388041867265024
1152921504608944128,7,9232388041867265024
1152921504607895552,7,9232388041867265024
1152921504607371264,7,9232388041867265024
1152921504607109120,7,9232388041867265024
1152921504606978048,7,9232388041867265024
1152921504606879744,7,9232388041867265024
1152921504606863360,7,9232388041867265024
1152921504606855168,7,9232388041867265024
1152921504606851072,7,9232388041867265024
1152921504606849024,7,9232388041867265024
1152921504606848000,7,9232388041867265024
1152921504606847488,7,9232388041867265024
864691128455135232,7,9232388041867265024
720575940379279360,7,9232388041867265024
612489549322387456,7,9232388041867265024
594475150812905472,7,9232388041867265024
585467951558164480,7,9232388041867265024
580964351930793984,7,9232388041867265024
578712552117108736,7,9232388041867265024
577586652210266112,7,9232388041867265024
577023702256844800,7,9232388041867265024
576601489791778816,7,9232388041867265024
576531121047601152,7,9232388041867265024
576495936675512320,7,9232388041867265024
576478344489467904,7,9232388041867265024
576469548396445696,7,9232388041867265024
576465150349934592,7,9232388041867265024
576462951326679040,7,9232388041867265024
576461302059237376,7,9232388041867265024
576461027181330432,7,9232388041867265024
576460889742376960,7,9232388041867265024
576460821022900224,7,9232388041867265024
576460786663161856,7,9232388041867265024
576460769483292672,7,9232388041867265024
576460760893358080,7,9232388041867265024
576460754450907136,7,9232388041867265024
576460753377165312,7,9232388041867265024
576460752840294400,7,9232388041867265024
576460752571858944,7,9232388041867265024
576460752437641216,7,9232388041867265024
576460752370532352,7,9232388041867265024
576460752336977920,7,9232388041867265024
576460752311812096,7,9232388041867265024
576460752307617792,7,9232388041867265024
576460752305520640,7,9232388041867265024
576460752304472064,7,9232388041867265024
576460752303947776,7,9232388041867265024
576460752303685632,7,9232388041867265024
576460752303554560,7,9232388041867265024
576460752303456256,7,9232388041867265024
576460752303439872,7,9232388041867265024
576460752303431680,7,9232388041867265024
576460752303427584,7,9232388041867265024
576460752303425536,7,9232388041867265024
576460752303424512,7,9232388041867265024
576460752303424000,7,9232388041867265024
432345564227567616,7,9232388041867265024
324259173170675712,7,9232388041867265024
306244774661193728,7,9232388041867265024
297237575406452736,7,9232388041867265024
292733975779082240,7,9232388041867265024
290482175965396992,7,9232388041867265024
289356276058554368,7,9232388041867265024
288793326105133056,7,9232388041867265024
288371113640067072,7,9232388041867265024
288300744895889408,7,9232388041867265024
288265560523800576,7,9232388041867265024
288247968337756160,7,9232388041867265024
288239172244733952,7,9232388041867265024
288234774198222848,7,9232388041867265024
288232575174967296,7,9232388041867265024
288230925907525632,7,9232388041867265024
288230651029618688,7,9232388041867265024
288230513590665216,7,9232388041867265024
288230444871188480,7,9232388041867265024
288230410511450112,7,9232388041867265024
288230393331580928,7,9232388041867265024
288230384741646336,7,9232388041867265024
288230378299195392,7,9232388041867265024
288230377225453568,7,9232388041867265024
288230376688582656,7,9232388041867265024
288230376420147200,7,9232388041867265024
288230376285929472,7,9232388041867265024
288230376218820608,7,9232388041867265024
288230376185266176,7,9232388041867265024
288230376160100352,7,9232388041867265024
288230376155906048,7,9232388041867265024
288230376153808896,7,9232388041867265024
288230376152760320,7,9232388041867265024
288230376152236032,7,9232388041867265024
288230376151973888,7,9232388041867265024
288230376151842816,7,9232388041867265024
288230376151744512,7,9232388041867265024
288230376151728128,7,9232388041867265024
288230376151719936,7,9232388041867265024
288230376151715840,7,9232388041867265024
288230376151713792,7,9232388041867265024
288230376151712768,7,9232388041867265024
288230376151712256,7,9232388041867265024
180143985094819840,7,9232388041867265024
162129586585337856,7,9232388041867265024
153122387330596864,7,9232388041867265024
148618787703226368,7,9232388041867265024
146366987889541120,7,9232388041867265024
145241087982698496,7,9232388041867265024
144678138029277184,7,9232388041867265024
144255925564211200,7,9232388041867265024
144185556820033536,7,9232388041867265024
144150372447944704,7,9232388041867265024
144132780261900288,7,9232388041867265024
144123984168878080,7,9232388041867265024
144119586122366976,7,9232388041867265024
144117387099111424,7,9232388041867265024
144115737831669760,7,9232388041867265024
144115462953762816,7,9232388041867265024
144115325514809344,7,9232388041867265024
144115256795332608,7,9232388041867265024
144115222435594240,7,9232388041867265024
144115205255725056,7,9232388041867265024
144115196665790464,7,9232388041867265024
144115190223339520,7,9232388041867265024
144115189149597696,7,9232388041867265024
144115188612726784,7,9232388041867265024
144115188344291328,7,9232388041867265024
144115188210073600,7,9232388041867265024
144115188142964736,7,9232388041867265024
144115188109410304,7,9232388041867265024
144115188084244480,7,9232388041867265024
144115188080050176,7,9232388041867265024
144115188077953024,7,9232388041867265024
144115188076904448,7,9232388041867265024
144115188076380160,7,9232388041867265024
144115188076118016,7,9232388041867265024
144115188075986944,7,9232388041867265024
144115188075888640,7,9232388041867265024
144115188075872256,7,9232388041867265024
144115188075864064,7,9232388041867265024
144115188075859968,7,9232388041867265024
144115188075857920,7,9232388041867265024
144115188075856896,7,9232388041867265024
144115188075856384,7,9232388041867265024
27021597764222976,7,9232388041867265024
22517998136852480,7,9232388041867265024
20266198323167232,7,9232388041867265024
19140298416324608,7,9232388041867265024
18577348462903296,7,9232388041867265024
18084767253659648,7,9232388041867265024
18049582881570816,7,9232388041867265024
18031990695526400,7,9232388041867265024
18023194602504192,7,9232388041867265024
18018796555993088,7,9232388041867265024
18016597532737536,7,9232388041867265024
18014673387388928,7,9232388041867265024
18014535948435456,7,9232388041867265024
18014467228958720,7,9232388041867265024
18014432869220352,7,9232388041867265024
18014415689351168,7,9232388041867265024
18014407099416576,7,9232388041867265024
18014399583223808,7,9232388041867265024
18014399046352896,7,9232388041867265024
18014398777917440,7,9232388041867265024
18014398643699712,7,9232388041867265024
18014398576590848,7,9232388041867265024
18014398543036416,7,9232388041867265024
18014398513676288,7,9232388041867265024
18014398511579136,7,9232388041867265024
18014398510530560,7,9232388041867265024
18014398510006272,7,9232388041867265024
18014398509744128,7,9232388041867265024
18014398509613056,7,9232388041867265024
18014398509490176,7,9232388041867265024
18014398509486080,7,9232388041867265024
18014398509484032,7,9232388041867265024
18014398509483008,7,9232388041867265024
18014398509482496,7,9232388041867265024
13510798882111488,7,9232388041867265024
11258999068426240,7,9232388041867265024
10133099161583616,7,9232388041867265024
9077567998918656,7,9232388041867265024
9042383626829824,7,9232388041867265024
9024791440785408,7,9232388041867265024
9015995347763200,7,9232388041867265024
9011597301252096,7,9232388041867265024
9009398277996544,7,9232388041867265024
9007474132647936,7,9232388041867265024
9007336693694464,7,9232388041867265024
9007267974217728,7,9232388041867265024
9007233614479360,7,9232388041867265024
9007216434610176,7,9232388041867265024
9007207844675584,7,9232388041867265024
9007200328482816,7,9232388041867265024
9007199791611904,7,9232388041867265024
9007199523176448,7,9232388041867265024
9007199388958720,7,9232388041867265024
9007199321849856,7,9232388041867265024
9007199288295424,7,9232388041867265024
9007199256838144,7,9232388041867265024
9007199255789568,7,9232388041867265024
9007199255265280,7,9232388041867265024
9007199255003136,7,9232388041867265024
9007199254872064,7,9232388041867265024
9007199254749184,7,9232388041867265024
9007199254745088,7,9232388041867265024
9007199254743040,7,9232388041867265024
9007199254742016,7,9232388041867265024
6755399441055744,7,9232388041867265024
5629499534213120,7,9232388041867265024
4573968371548160,7,9232388041867265024
4538783999459328,7,9232388041867265024
4521191813414912,7,9232388041867265024
4512395720392704,7,9232388041867265024
4507997673881600,7,9232388041867265024
4503874505277440,7,9232388041867265024
4503737066323968,7,9232388041867265024
4503668346847232,7,9232388041867265024
4503633987108864,7,9232388041867265024
4503616807239680,7,9232388041867265024
4503608217305088,7,9232388041867265024
4503600164241408,7,9232388041867265024
4503599895805952,7,9232388041867265024
4503599761588224,7,9232388041867265024
4503599694479360,7,9232388041867265024
4503599660924928,7,9232388041867265024
4503599629467648,7,9232388041867265024
4503599628419072,7,9232388041867265024
4503599627894784,7,9232388041867265024
4503599627632640,7,9232388041867265024
4503599627501568,7,9232388041867265024
4503599627378688,7,9232388041867265024
4503599627374592,7,9232388041867265024
4503599627372544,7,9232388041867265024
3377699720527872,7,9232388041867265024
2322168557862912,7,9232388041867265024
2286984185774080,7,9232388041867265024
2269391999729664,7,9232388041867265024
2260595906707456,7,9232388041867265024
2256197860196352,7,9232388041867265024
2252074691592192,7,9232388041867265024
2251937252638720,7,9232388041867265024
2251868533161984,7,9232388041867265024
2251834173423616,7,9232388041867265024
2251816993554432,7,9232388041867265024
2251800350556160,7,9232388041867265024
2251800082120704,7,9232388041867265024
2251799947902976,7,9232388041867265024
2251799880794112,7,9232388041867265024
2251799815782400,7,9232388041867265024
2251799814733824,7,9232388041867265024
2251799814209536,7,9232388041867265024
2251799813947392,7,9232388041867265024
2251799813816320,7,9232388041867265024
2251799813693440,7,9232388041867265024
2251799813689344,7,9232388041867265024
1196268651020288,7,9232388041867265024
1161084278931456,7,9232388041867265024
1143492092887040,7,9232388041867265024
1134695999864832,7,9232388041867265024
1130297953353728,7,9232388041867265024
1126037345796096,7,9232388041867265024
1125968626319360,7,9232388041867265024
1125934266580992,7,9232388041867265024
1125917086711808,7,9232388041867265024
1125900443713536,7,9232388041867265024
1125900175278080,7,9232388041867265024
1125900041060352,7,9232388041867265024
1125899973951488,7,9232388041867265024
1125899908939776,7,9232388041867265024
1125899907891200,7,9232388041867265024
1125899907366912,7,9232388041867265024
1125899907104768,7,9232388041867265024
1125899906850816,7,9232388041867265024
52776558133248,7,9232388041867265024
43980465111040,7,9232388041867265024
39582418599936,7,9232388041867265024
35321811042304,7,9232388041867265024
35253091565568,7,9232388041867265024
35218731827200,7,9232388041867265024
35201551958016,7,9232388041867265024
35184908959744,7,9232388041867265024
35184640524288,7,9232388041867265024
35184506306560,7,9232388041867265024
35184439197696,7,9232388041867265024
35184373137408,7,9232388041867265024
35184372613120,7,9232388041867265024
35184372350976,7,9232388041867265024
26388279066624,7,9232388041867265024
17729624997888,7,9232388041867265024
17660905521152,7,9232388041867265024
17626545782784,7,9232388041867265024
17609365913600,7,9232388041867265024
17592454479872,7,9232388041867265024
17592320262144,7,9232388041867265024
17592253153280,7,9232388041867265024
17592187092992,7,9232388041867265024
17592186568704,7,9232388041867265024
8933531975680,7,9232388041867265024
8864812498944,7,9232388041867265024
8830452760576,7,9232388041867265024
8796361457664,7,9232388041867265024
8796227239936,7,9232388041867265024
8796094070784,7,9232388041867265024
103079215104,7,9232388041867265024
68853694464,7,9232388041867265024
