Walls,Value,Queens:
4791830003522469888,9,9304577585889935888
4791830003522338816,9,11602468919495884808
4791830003522273280,10,11602468919495885064
4791830003522240512,9,11602468919495884808
4791830003522224128,9,11531537221068918788
4791830003522215936,9,9808980743097962498
4791830003522211840,10,9516108761950339344
4791830003522209792,9,10376295775918457888
4791830003522208768,9,9297751818778054660
4791830003522208256,9,11602468919495884808
4791830003522208000,9,11602468919495884808
4791830003522207808,9,9520618414797766658
4791830003522207776,9,11602416681955100738
4791830003522207760,9,10376865427094503748
4791830003522207752,9,11602416134346770498
4791830003522207748,9,11602468919495884808
4791830003522207746,9,11603594810811879428
4782822804267466752,9,11529500988885043232
4778319204640096256,9,10376874358613279776
4776067404826411008,9,9808841105377067528
4774941504919568384,9,9516176390104285444
4774378554966147072,8,9871907993098928130
4773956342501081088,9,11531469594933854468
4773885973756903424,8,11602416140789221440
4773850789384814592,9,11531539482371162372
4773833197198770176,9,9588165875488262176
4773824401105747968,9,11603594808798613508
4773820003059236864,9,9516178580470499329
4773817804035981312,9,11529848369195388932
4773816704524353536,9,9800118799658127361
4773816154768539648,9,9520611882151526408
4773815879890632704,9,9516176415758746144
4773815742451679232,9,10376891681156374532
4773815673732202496,9,10376891694041268496
4773815639372464128,9,9800413349014945793
4773815622192594944,9,11602468908825575944
4773815613602660352,9,10376891692987975682
4773815609307693056,9,9800118799658127361
4773815607160209408,9,11602468917489958928
4773815606086467584,9,11602416407077716544
4773815605549596672,9,11530411323445739792
4773815605281161216,9,10376891694041268496
4773815605146943488,9,9800118731974772768
4773815605079834624,9,11602468908891770884
4773815605046280192,9,11602468917348401672
4773815605029502976,9,11602468917481570576
4773815605021114368,9,9520612086430924808
4773815605016920064,9,10449512220852357184
4773815605014822912,9,9808844456252743682
4773815605013774336,9,10376891694041268496
4773815605013250048,9,11531469320052015368
4773815605012987904,9,11602468908891770884
4773815605012856832,9,11602468917348401672
4773815605012791296,9,11602468917481570576
4773815605012758528,9,11531537218989458048
4773815605012742144,9,11602416407077716544
4773815605012733952,9,11529500988885043232
4773815605012729856,9,10376891694041268496
4773815605012727808,9,9296573397864030728
4773815605012726784,9,10376891694041268484
4773815605012726272,9,9800131865448038402
4773815605012726016,9,10448353472033064961
4773815605012725824,8,11602398815025369090
4773815605012725792,8,11602416132199286850
4773815605012725776,8,9880897599634935810
4773815605012725768,8,10376891694041268480
4773815605012725764,8,11602416132199286850
4773815605012725762,8,11602468908891766800
4769312005385355264,9,11602416407111278592
4767060205571670016,9,612788625612226568
4765934305664827392,9,2342170882522497032
4764949143246340096,9,11602468919495884808
4764878774502162432,9,2344126080216203552
4764843590130073600,9,11601360610163687432
4764825997944029184,9,1189266995372101636
4764817201851006976,9,2344161023805624324
4764812803804495872,9,11602416140791317568
4764810604781240320,9,2307005743028635712
4764809505269612544,9,1243002297617752066
4764808955513798656,9,11602468917355749384
4764808680635891712,9,10449547405224445984
4764808543196938240,9,1261043098289571872
4764808474477461504,9,2343015581929701392
4764808440117723136,9,2416183467896211456
4764808422937853952,10,2415073175831584776
4764808414347919360,9,2344124980505084432
4764808410052952064,9,2342188499962171396
4764808407905468416,9,1189522322625667073
4764808406831726592,9,2380222774493974592
4764808406294855680,9,1261043098289571872
4764808406026420224,9,1189548454205456656
4764808405892202496,9,2416216384527663624
4764808405825093632,9,10377420576313712644
4764808405791539200,9,2415090494213324816
4764808405774761984,9,9871907984509043776
4764808405766373376,9,2416183674052575248
4764808405762179072,9,2342157749049231392
4764808405760081920,9,9799837324682461472
4764808405759033344,9,2306986776203887120
4764808405758509056,9,2413947001184978976
4764808405758246912,9,11531469319852524560
4764808405758115840,9,2344126080016711952
4764808405758050304,9,2415090494214242560
4764808405758017536,9,2343032900176314752
4764808405758001152,9,2415090494213195840
4764808405757992960,9,1244119536647669792
4764808405757988864,9,292804353249542416
4764808405757986816,9,2306970148219666952
4764808405757985792,9,292804353249542404
4764808405757985280,9,2342170882522497032
4764808405757985024,9,2342170882522497032
4764808405757984832,9,2342157749049231392
4764808405757984800,9,2416216384456495172
4764808405757984784,9,2342157749049231392
4764808405757984776,9,2308097558079078692
4764808405757984772,9,11602416407077199882
4764808405757984770,9,2342170882522497032
4762556605944299520,9,612775492138960928
4760445543618969600,9,11602416681989177408
4760375174874791936,9,1153642788668048416
4760339990502703104,9,10376865292877825056
4760322398316658688,9,10376865292877825056
4760313602223636480,9,585609806010647048
4760309204177125376,10,1244137008576595970
4760307005153869824,9,1189240847642657296
4760305905642242048,9,1262151662668095496
4760305355886428160,9,11602416142936705088
4760305081008521216,9,1189266995372101636
4760304943569567744,9,11602416407111278592
4760304874850091008,9,10376575188274778116
4760304840490352640,10,10376865429310160904
4760304823310483456,9,91216034430197764
4760304814720548864,10,1171507793044312068
4760304810425581568,9,11602416140789286976
4760304808278097920,9,1189240847648948752
4760304807204356096,10,1172063042155855880
4760304806667485184,9,11602416407110754312
4760304806399049728,9,1189530844436431888
4760304806264832000,10,1243002432901874184
4760304806197723136,10,10377420576348177440
4760304806164168704,9,297659796734083592
4760304806147391488,9,11602416140789286976
4760304806139002880,9,10377437308466503808
4760304806134808576,9,11602416407111270464
4760304806132711424,9,11602416407110754312
4760304806131662848,9,2343015307049779216
4760304806131138560,9,1190111421339336706
4760304806130876416,9,1189266995372101636
4760304806130745344,9,2342452365572964872
4760304806130679808,9,378305118015586576
4760304806130647040,9,10449494902504431616
4760304806130630656,9,11602416407111270464
4760304806130622464,9,2342157749049231392
4760304806130618368,9,1153502321758536720
4760304806130616320,10,10449494902504431624
4760304806130615296,9,91216034430197764
4760304806130614784,9,1243002432833851396
4760304806130614528,9,1226122865649655809
4760304806130614336,9,1189266995372101636
4760304806130614304,9,1171226313772634116
4760304806130614288,9,1262151662668095496
4760304806130614280,9,1171507655606273056
4760304806130614276,9,10377420678353666056
4760304806130614274,9,10449494902503907336
4756012312735776768,9,10377420680466663488
4755977128363687936,10,11530428917645051905
4755959536177643520,9,9592676004539797568
4755950740084621312,9,11530342080921501698
4755946342038110208,9,1188986603763271808
4755944143014854656,9,11602468919495884808
4755943043503226880,10,9588166355471829024
4755942493747412992,9,11602468919495884808
4755942218869506048,9,11602416690545035328
4755942081430552576,10,11602416415675523080
4755942012711075840,10,11529514396967796744
4755941978351337472,10,10376865566756446216
4755941961171468288,9,9800119211971839008
4755941952581533696,10,10376865566756446210
4755941948286566400,10,11602468919495885064
4755941946139082752,9,9516108761433901184
4755941945065340928,9,10377420815799951368
4755941944528470016,9,10377420680500101128
4755941944260034560,10,9516108761967116304
4755941944125816832,10,11531469595000965121
4755941944058707968,9,10449477174992963648
4755941944025153536,9,11603527188770455554
4755941944008376320,10,11602468919495885064
4755941943999987712,9,11602416142936705088
4755941943995793408,9,11602468910905036864
4755941943993696256,9,1261043098289571872
4755941943992647680,9,11602416142936705088
4755941943992123392,9,9592676013129601088
4755941943991861248,9,11603527188770456576
4755941943991730176,9,9880897592115625986
4755941943991664640,10,11602468919495885064
4755941943991615488,9,1261043098289604608
4755941943991607296,10,1261043098289604640
4755941943991603200,10,9880897592115627024
4755941943991601152,10,1261016966710174216
4755941943991600128,9,9296573672775491588
4755941943991599616,9,11603526913888387074
4755941943991599360,9,11602468919495884808
4755941943991599168,9,612490718627373188
4755941943991599136,9,9592669680200876048
4755941943991599120,9,9800413881590416448
4755941943991599112,9,9592669680200876048
4755941943991599108,9,11602468919495884808
4755941943991599106,9,9520612086430924808
4755906759619510272,9,11529795592641315872
4755889167433465856,9,1188994286454063106
4755880371340443648,9,666550886826778628
4755875973293932544,9,378313913638338576
4755873774270676992,9,666550886830441504
4755872125003235328,9,9592669680200876048
4755871850125328384,9,666550886830441504
4755871712686374912,9,1154223361807687682
4755871643966898176,9,11601290515894502416
4755871609607159808,9,90081072385105928
4755871592427290624,9,4648876967461384
4755871583837356032,9,1242996245971076128
4755871579542388736,9,648676693216592416
4755871577394905088,9,1243002843078598658
4755871576321163264,9,666550346172073024
4755871575784292352,9,11531468220540264452
4755871575515856896,10,1243002432901890050
4755871575381639168,9,1243002432900827200
4755871575314530304,9,612507159242227714
4755871575280975872,9,306247523994451984
4755871575264198656,9,666550887329629248
4755871575255810048,9,11603526913888387088
4755871575251615744,9,1170937277549904960
4755871575249518592,9,594479686337167648
4755871575248470016,9,666550886830441504
4755871575247945728,9,1243002568200691720
4755871575247683584,9,1243002568200691714
4755871575247552512,9,306247523712960544
4755871575247486976,9,2413931669087584516
4755871575247454208,9,666550886830441504
4755871575247437824,9,666550886830441536
4755871575247429632,9,2308097283197272352
4755871575247425536,9,594492752125838352
4755871575247423488,9,1243002568200691720
4755871575247422464,9,306247523712895264
4755871575247421952,9,288687807386357762
4755871575247421696,9,1243002568200691714
4755871575247421504,9,666550886830441504
4755871575247421472,9,1170944704578199684
4755871575247421456,9,666550886830440484
4755871575247421448,9,1243002568200691714
4755871575247421444,9,1242993772107669514
4755871575247421442,9,666550886830441504
4755853983061377024,9,292806578451517441
4755845186968354816,9,11602486501480333832
4755840788921843712,10,11602486509669711876
4755836940631146496,10,11529571358702962720
4755836665753239552,10,11529571357629220896
4755836528314286080,9,11602416415667134472
4755836459594809344,9,1170944841011430016
4755836425235070976,10,11603597076476200960
4755836408055201792,10,11602416415667396616
4755836399465267200,9,11603597076407124000
4755836395170299904,9,11601345276610086944
4755836393022816256,9,9880897600176001026
4755836391949074432,10,2306212456395194376
4755836391412203520,9,11530342183060258832
4755836391143768064,10,11603597076409091088
4755836391009550336,10,2308167447730980865
4755836390942441472,10,11602486509533667336
4755836390908887040,9,9511963061412430352
4755836390892109824,9,11531537219458306049
4755836390883721216,9,11529584491102470272
4755836390879526912,10,11529584491102486536
4755836390877429760,10,11601360610163695624
4755836390876381184,10,11530358813058662928
4755836390875856896,10,11602486509667616800
4755836390875594752,9,9516176385809448964
4755836390875463680,9,11603526913888354832
4755836390875398144,9,11602468917348401416
4755836390875365376,9,585613224569737217
4755836390875348992,9,9808844523936157760
4755836390875340800,9,11529795592641315872
4755836390875336704,9,9232388169659335184
4755836390875334656,10,11602416407077724680
4755836390875333632,9,9880897719927574532
4755836390875333120,9,9304445635904413698
4755836390875332864,9,11603597008224391169
4755836390875332672,9,11602486509533405192
4755836390875332640,9,11602486509533405192
4755836390875332624,9,2308097558079078692
4755836390875332616,9,2308097558079078692
4755836390875332612,9,11531469319785415697
4755836390875332610,9,11529584491102470152
4755827594782310400,9,1154189379086991376
4755819348445102080,9,11602468919495884808
4755819073567195136,9,11529287648216616964
4755818936128241664,9,1153528440395138080
4755818867408764928,9,10376584087478469136
4755818833049026560,10,10376865429310160904
4755818815869157376,10,364864206379425800
4755818807279222784,9,1154189379086991376
4755818802984255488,9,9588165806769307920
4755818800836771840,9,9588236174984478736
4755818799763030016,9,10377420678353666056
4755818799226159104,9,2306199321848186912
4755818798957723648,9,1188994287527788546
4755818798823505920,10,1243002432901874184
4755818798756397056,10,10377420576348177440
4755818798722842624,10,292806578468291088
4755818798706065408,9,1242995833683673104
4755818798697676800,9,292876982084436352
4755818798693482496,9,1154189379086991376
4755818798691385344,9,1226245873613291536
4755818798690336768,9,292876982084436240
4755818798689812480,9,1188994286454063106
4755818798689550336,9,364862007289192452
4755818798689419264,9,10376865292877825056
4755818798689353728,9,396360757338439936
4755818798689320960,9,1154189379086991376
4755818798689304576,9,9592676277270220864
4755818798689296384,9,594479686333006112
4755818798689292288,9,1154048643612819976
4755818798689290240,9,1188994286454063112
4755818798689289216,9,1188994286454063106
4755818798689288704,9,292736724830783776
4755818798689288448,9,292806578451517441
4755818798689288256,9,1243002432833851396
4755818798689288224,9,1154189379086991376
4755818798689288208,9,292736724830783521
4755818798689288200,9,292736725095563281
4755818798689288196,9,292736724830783521
4755818798689288194,9,10377420678353666056
4755802031136964608,9,9800466125580927248
4755801893698011136,10,11602416415675523080
4755801824978534400,10,11529514396967796744
4755801790618796032,10,9592676013130661896
4755801773438926848,9,2306986784908706944
4755801764848992256,10,10376865566756446210
4755801760554024960,10,11602468919495885064
4755801758406541312,9,9800466125580927248
4755801757332799488,9,11530411325457973256
4755801756795928576,9,10449477174992963616
4755801756527493120,10,11602416142937767944
4755801756393275392,10,11603594810879902216
4755801756326166528,9,364932316033713184
4755801756292612096,9,10376865562461478914
4755801756275834880,10,11602468919495885064
4755801756267446272,9,11602468919495884808
4755801756263251968,9,11530342080921501698
4755801756261154816,9,1261043098289571872
4755801756260106240,9,9592669680200876048
4755801756259581952,9,9592676013129601088
4755801756259319808,9,9227880039898030084
4755801756259188736,9,9520618419092733954
4755801756259123200,10,11602468919495885064
4755801756259074048,9,11602416142936705088
4755801756259065856,10,1261043098289604640
4755801756259061760,10,9880897592115627024
4755801756259059712,10,1261016966710174216
4755801756259058688,9,292804353249542404
4755801756259058176,9,9520618419092733954
4755801756259057920,9,11603594810811879428
4755801756259057728,9,10377420815799951368
4755801756259057696,9,9592669680200876048
4755801756259057680,9,11529795594650910788
4755801756259057672,9,11602416142936705088
4755801756259057668,9,11602416134346770498
4755801756259057666,9,10449477310326251528
4755801618820104192,9,666550886830441504
4755801550100627456,9,90090152206533136
4755801515740889088,9,666533312323928080
4755801498561019904,9,666550886830441504
4755801489971085312,9,2308165252933632004
4755801483528634368,9,11530411349104398400
4755801482454892544,9,666550895919498304
4755801481918021632,9,1261043098289571872
4755801481649586176,10,1243002432901890050
4755801481515368448,10,594493310488805952
4755801481448259584,9,306254125073571844
4755801481414705152,9,306247523994451984
4755801481397927936,10,666550895919563840
4755801481389539328,9,666550886830441504
4755801481385345024,9,11602468918421096512
4755801481383247872,10,594480236092981536
4755801481382199296,9,76702068731154436
4755801481381675008,10,594476817532979232
4755801481381412864,9,9297751816634765316
4755801481381281792,9,1170938239649908864
4755801481381216256,9,11602468918422143232
4755801481381183488,9,11530411324384215424
4755801481381167104,9,594480236091932992
4755801481381158912,9,11602468909831292960
4755801481381154816,10,594493301881652240
4755801481381152768,9,2307039312249623104
4755801481381151744,9,9799837324681416964
4755801481381151232,9,306247523977675024
4755801481381150976,9,666550895919498304
4755801481381150784,9,666550886830441504
4755801481381150752,9,11603594808664395844
4755801481381150736,9,1170944704578199684
4755801481381150728,9,292804355262777409
4755801481381150724,9,90090151673333794
4755801481381150722,9,666550886830441504
4755801412661673984,9,666550904509432336
4755801378301935616,10,9592676286128463880
4755801361122066432,9,9520618692090601472
4755801346089680896,10,11602416415675523080
4755801345015939072,9,11602416415667134472
4755801344479068160,9,11530358813058140162
4755801344210632704,10,2413947276060787728
4755801344076414976,10,2380154945761452040
4755801344009306112,10,11602416141863493636
4755801343975751680,9,364861947696382472
4755801343958974464,9,11602416415667134472
4755801343950585856,9,11602416415667134472
4755801343946391552,9,11602416141862963264
4755801343944294400,9,2377970981131264008
4755801343943245824,9,11602416415667134472
4755801343942721536,9,11602416415667134472
4755801343942459392,9,9520618687795560992
4755801343942328320,9,11602416415667134472
4755801343942262784,9,11602416415667134472
4755801343942230016,9,2380152746738196482
4755801343942213632,9,11602416141862963264
4755801343942205440,9,1225014301270640672
4755801343942201344,9,1188985503715180816
4755801343942199296,10,297246650949181960
4755801343942198272,9,292804353249542404
4755801343942197760,9,9592676285860028418
4755801343942197504,9,297246655244148737
4755801343942197312,9,11602416415667134472
4755801343942197280,9,11602416415667134472
4755801343942197264,9,2380152746738196482
4755801343942197256,9,11602416133273028642
4755801343942197252,9,11602416133273028642
4755801343942197250,9,1261043098289571872
4755801309582458880,10,666550904509956624
4755801277370204160,10,11602416415801376784
4755801276296462336,10,11602416407215607810
4755801275759591424,9,11530358821897641985
4755801275491155968,9,9800413331851579456
4755801275356938240,10,594493310488805904
4755801275289829376,10,11602416415801345040
4755801275256274944,9,11602416407211413506
4755801275239497728,10,666550895919563792
4755801275231109120,10,11602416415801376784
4755801275226914816,9,666550886827295776
4755801275224817664,9,10377419613172400672
4755801275223769088,9,10376584087677833220
4755801275223244800,9,9800131865183780872
4755801275222982656,10,9224515812551885840
4755801275222851584,9,11602416415801344016
4755801275222786048,9,11602416407211413506
4755801275222753280,9,9516176390104285456
4755801275222736896,9,1188959376960913984
4755801275222728704,9,1154082624320340512
4755801275222724608,10,1243002430754423312
4755801275222722560,10,1170944841011462664
4755801275222721536,9,10376856646038065412
4755801275222721024,9,10449477310418653186
4755801275222720768,9,11602416415801344016
4755801275222720576,9,11529514396967763976
4755801275222720544,9,2306142360113020936
4755801275222720528,9,1243002432833851396
4755801275222720520,9,9227946013952573716
4755801275222720516,9,9516176390104285456
4755801275222720514,9,9516176390104285456
4755801209724469248,9,11602468917355743296
4755801209187598336,9,11602468917355749384
4755801208919162880,9,9516176415755632672
4755801208784945152,9,11529496796267020808
4755801208717836288,9,9800118799658127364
4755801208684281856,9,657666292748419074
4755801208667504640,9,1261016966710173697
4755801208659116032,9,11529848369129226248
4755801208654921728,9,1188959372674335296
4755801208652824576,9,1261043098289571872
4755801208651776000,9,10377420815799951368
4755801208651251712,9,9225624953632720928
4755801208650989568,9,2379096872045383684
4755801208650858496,9,9880897592115625986
4755801208650792960,9,9871960769665433872
4755801208650743808,9,11602468917355743296
4755801208650735616,10,1261043098289604640
4755801208650731520,10,9880897592115627024
4755801208650729472,10,1261016966710174216
4755801208650728448,9,10377419716280459648
4755801208650727936,9,11530340954842073408
4755801208650727680,9,11603526913888387088
4755801208650727488,9,9520612086430924808
4755801208650727456,9,10377420815799951368
4755801208650727440,9,10448360206545985538
4755801208650727432,9,1153343752505688098
4755801208650727428,9,9808844387533291538
4755801208650727426,9,9800466125580927248
4755801208113856512,9,2307039314389762592
4755801207845421056,10,2380222842744619010
4755801207711203328,9,11603594808735564296
4755801207644094464,9,297239845313986564
4755801207610540032,9,11602468917347485760
4755801207585374208,9,9520612086183366784
4755801207581179904,9,2306986776210178624
4755801207579082752,9,11602468917348417544
4755801207578034176,9,364861938703929408
4755801207577509888,9,11531537218925629444
4755801207577247744,9,11602416407077716544
4755801207577116672,9,11603526913892548610
4755801207577051136,9,11602468917348401416
4755801207577018368,9,2308165184282165888
4755801207577001984,9,9588233984010094656
4755801207576993792,9,2305913384534691844
4755801207576989696,9,292804353249542416
4755801207576987648,10,2308165184282182152
4755801207576986624,9,292804353249542404
4755801207576986112,9,9592667481214816258
4755801207576985856,9,74379782460149761
4755801207576985664,9,9520612086179708944
4755801207576985632,9,594480099152171074
4755801207576985616,9,594480099152171074
4755801207576985608,9,594480099152171074
4755801207576985604,9,594480099152171074
4755801207576985602,9,9520612086179708944
4755801207308550144,10,657666352912270368
4755801207174332416,10,657666352911753220
4755801207107223552,9,1226245736211940384
4755801207048503296,9,657666352911221792
4755801207044308992,9,1261043098289571872
4755801207042211840,9,1261043098289571872
4755801207041163264,9,1261043098289571872
4755801207040638976,10,1226245873617471520
4755801207040376832,9,10449477036480798724
4755801207040245760,9,1170938241795295232
4755801207040180224,9,1261043098289571872
4755801207040147456,9,2308165184282165888
4755801207040131072,9,1261043098289571872
4755801207040122880,9,1261043098289571872
4755801207040118784,9,1261043098289571872
4755801207040116736,9,1261016966701785608
4755801207040115712,9,10449477036514222084
4755801207040115200,9,11531469319785415952
4755801207040114944,9,1261043098289571872
4755801207040114752,9,1261043098289571872
4755801207040114720,9,11529795863103152132
4755801207040114704,9,1261043098289571872
4755801207040114696,9,1261043098289571872
4755801207040114692,9,1261043098289571872
4755801207040114690,9,1261043098289571872
4755801206905896960,10,1243002432901874184
4755801206780067840,9,11602416140790284296
4755801206775873536,10,2380222842744619010
4755801206773776384,9,684564735585158176
4755801206772727808,9,1243002432833851396
4755801206772203520,9,1153493390241054728
4755801206771941376,9,1243002432901873666
4755801206771810304,9,1154082624353862016
4755801206771744768,9,1261043098289963280
4755801206771712000,9,9800413349031198736
4755801206771695616,9,585469120897614976
4755801206771687424,9,2380154672955543556
4755801206771683328,9,9871907983973172240
4755801206771681280,10,1224988034392408584
4755801206771680256,9,11602416140790284296
4755801206771679744,9,292804349489451010
4755801206771679488,9,1261016966703874576
4755801206771679296,9,11602416140790284296
4755801206771679264,9,1154048643646373896
4755801206771679248,9,11602416140790284296
4755801206771679240,9,1153493390307901441
4755801206771679236,9,2306986512045064201
4755801206771679234,9,11602416140790284296
4755801206515826688,9,11602468917348433928
4755801206513729536,9,1261043098289571872
4755801206512680960,9,2380222842676580356
4755801206512156672,9,9800413348498507808
4755801206511894528,9,9225626310638896144
4755801206511763456,9,9808844387534340098
4755801206511697920,9,11602468917348401416
4755801206511648768,9,1261043098289571968
4755801206511640576,10,1261043098289604640
4755801206511636480,10,9880897592115627024
4755801206511634432,9,2308165184215089672
4755801206511633408,9,1153519657186525444
4755801206511632896,9,10377419716280459648
4755801206511632640,9,11529848369129226248
4755801206511632448,9,11529848369129226248
4755801206511632416,9,9592669680200876048
4755801206511632400,9,2307039288603181448
4755801206511632392,9,9592669680200876048
4755801206511632388,9,1153343752505688098
4755801206511632386,9,9520612086430924808
4755801206509535232,9,1261043098289571872
4755801206508486656,9,1261043098289571904
4755801206507962368,9,1243002432833849408
4755801206507700224,9,1154048778947265600
4755801206507569152,9,9520612086162997264
4755801206507470848,9,9520612086179708944
4755801206507454464,8,11602468917347354688
4755801206507446272,9,1261043098289571904
4755801206507442176,9,292736725095563536
4755801206507440128,9,9516108212194525448
4755801206507439104,9,2307039312249623104
4755801206507438592,9,306247523977675024
4755801206507438336,9,648588732810792961
4755801206507438144,9,9520612086179708944
4755801206507438112,9,90080928227004484
4755801206507438096,9,81073864272252994
4755801206507438088,9,11531537218921435204
4755801206507438084,9,9808841106178195474
4755801206507438082,9,2307039288603197449
4755801206506389504,9,1261043098289571872
4755801206505865216,9,9800395876618813448
4755801206505603072,9,11603526913888355344
4755801206505373696,9,1261043098289571872
4755801206505357312,9,1261043098289571872
4755801206505349120,9,1261043098289571872
4755801206505345024,9,1261043098289571872
4755801206505342976,9,2379026778045293064
4755801206505341952,9,9520611811557181472
4755801206505341440,9,74345128018314272
4755801206505341184,9,1261043098289571872
4755801206505340992,9,1261043098289571872
4755801206505340960,9,9588233984542777352
4755801206505340944,9,1261043098289571872
4755801206505340936,9,1261043098289571872
4755801206505340932,9,1261043098289571872
4755801206505340930,9,9588233984542777352
4755801206504816640,9,577094139796070408
4755801206504325120,9,1243002432833851396
4755801206504308736,9,1261043098289571904
4755801206504300544,9,1261043098289571872
4755801206504296448,9,1170938137044648976
4755801206504294400,9,292804348954705936
4755801206504293376,9,11531469320051757316
4755801206504292864,9,9516108246037827586
4755801206504292608,9,648588732810792961
4755801206504292416,9,1170938137044648976
4755801206504292384,9,9799850389936342096
4755801206504292368,9,76702068731154436
4755801206504292360,9,585472418332610626
4755801206504292356,9,10376584087478468626
4755801206504292354,9,1170938137044648976
4755801206503292928,9,1261043098289571968
4755801206503284736,9,1261043098289571872
4755801206503280640,9,9799850390471132176
4755801206503278592,9,1261016966701785608
4755801206503277568,9,585608706247365248
4755801206503277056,9,10377419716280459648
4755801206503276800,8,9520611811305459840
4755801206503276608,9,612507158709273248
4755801206503276576,9,585608706247364738
4755801206503276560,9,585608706247364738
4755801206503276552,9,2308165184214143108
4755801206503276548,9,585608706247364738
4755801206503276546,8,11603526638947536900
4755801206503268352,9,1261043098289571872
4755801206503264256,9,292804353249542416
4755801206503262208,9,2307039312249623104
4755801206503261184,9,292804353249542404
4755801206503260672,9,1225014301270640642
4755801206503260224,8,657525562780160130
4755801206503260192,9,2306970283786895944
4755801206503260176,9,11603594808664395844
4755801206503260168,9,11603594808664395844
4755801206503260164,9,9592676277270089794
4755801206503260162,8,1261043098289571840
4755801206503256064,9,1261043098289571872
4755801206503254016,9,2308097283197272352
4755801206503252992,9,292804353249542404
4755801206503252032,9,1261043098289571872
4755801206503252000,8,9592669680200843280
4755801206503251984,9,1261043098289571872
4755801206503251976,9,1261043098289571872
4755801206503251972,9,1261043098289571872
4755801206503251970,9,1261043098289571872
4755801206503249920,9,9516108212194525456
4755801206503247936,9,2306987051079713296
4755801206503247904,9,1153519657186525456
4755801206503247888,8,11602416132199286850
4755801206503247880,9,292736725095563536
4755801206503247876,9,10376584087478468626
4755801206503247874,9,585467961222923281
4755801206503243842,8,11602468917348401160
4755801206503243824,8,1261043098289571840
4755801206503243816,8,1226105138138187840
4755801206503243812,8,1261043098289571840
4755801206503243800,8,1261043098289571840
4674736413210574848,9,11529637396043792904
4670232813583204352,9,9520612086430924808
4667981013769519104,9,9809130269146350720
4666855113862676480,9,9521031893479866368
4666292163909255168,9,11529514123968921608
4666010688932544512,9,11530411349104394768
4665764398327922688,10,11530482920548614160
4665746806141878272,10,10377561415941767184
4665738010048856064,10,9808981842865422856
4665733612002344960,10,9516178614778101792
4665731412979089408,10,9372132696991735810
4665730313467461632,9,11529566924174262800
4665729282675310592,10,11530359096779737089
4665729248315572224,10,9304445909850915856
4665729231135703040,10,11530358821763482752
4665729222545768448,10,10376865566756446210
4665729218250801152,9,10377420575281782785
4665729214090051584,10,11530481718914449936
4665729214022942720,10,9520611882168762372
4665729213989388288,10,9372131597496885250
4665729213972611072,9,11531468016260890628
4665729213956096000,10,9516176385809481732
4665729213955964928,10,9369774758940459010
4665729213955899392,9,9516176385807384608
4665729213955834368,9,10376891694041301248
4665729213955834112,9,9376495541153695745
4661225614328463360,9,10377560214290374658
4658973814514778112,9,11530358548900874304
4657847914607935488,9,11532100171023253536
4657284964654514176,9,10376583952117940228
4657003489677803520,9,11531468495418171396
4656792383445270528,9,10377420815799951368
4656757199073181696,10,11529571358702962720
4656739606887137280,9,11531537219458306176
4656730810794115072,9,10377561415840972808
4656726412747603968,10,10377490944025960452
4656724213724348416,9,10376865562461478914
4656723114212720640,9,9800466125580927248
4656722289578999808,9,9800132406114518048
4656722152140046336,9,10376865566756446208
4656722083420569600,10,11529796142397129760
4656722049060831232,10,10376865566756446216
4656722031880962048,9,11530341094151766024
4656722023291027456,10,10376865566756446210
4656722018996060160,9,11529514663008012290
4656722015774834688,10,11531537221605789760
4656722015237963776,9,11530341085580625984
4656722014969528320,10,9516108761967116304
4656722014835310592,10,10377560214324387841
4656722014768201728,9,11531537219458306176
4656722014734647296,9,9371995227973355552
4656722014717870080,9,9369809397850644608
4656722014705287168,9,11530411325459007552
4656722014703190016,9,11529848369606303752
4656722014702141440,9,10376997247157534992
4656722014701617152,10,11531468495422359584
4656722014701355008,9,11531537218923560976
4656722014701223936,9,10376296290312062978
4656722014701158400,9,9800119211974983968
4656722014701109248,9,11531469319785448464
4656722014701101056,9,11530359087933966338
4656722014701096960,10,9516108761950339344
4656722014701094912,9,11529514663524450308
4656722014701093888,9,11530411325457957128
4656722014701093376,9,11530342320641679368
4656722014701093120,9,11530358813056573568
4656722014701092928,9,10376302342923493508
4656722014701092896,9,11530358540310939714
4656722014701092880,10,11531469594933854500
4656722014701092872,10,11531469594933854500
4656722014701092868,9,11529514662991235106
4656722014701092866,9,11531468495418171396
4654470214887407616,9,11529566924191043588
4653344314980564992,9,11529566924191043588
4652781365027143680,9,11531818691750662148
4652499890050433024,9,10377420680467595272
4652253599445811200,10,11530428917645051905
4652236007259766784,9,11529575688029999108
4652227211166744576,10,9378888078451539976
4652222813120233472,10,10377438152395589634
4652220614096977920,10,9809543685518459920
4652219514585350144,10,9809262210541749264
4652218689951629312,9,11531469594728415248
4652218552512675840,10,11531468512866484240
4652218483793199104,10,10377560350693265409
4652218449433460736,10,10376865566756446216
4652218432253591552,9,9233645883168457744
4652218423663656960,10,10376865566756446210
4652218419368689664,10,9809262210541749264
4652218416147464192,10,10377420680501149704
4652218415610593280,10,10377420680501149704
4652218415342157824,10,10377420680501149704
4652218415207940096,10,9809402956637306896
4652218415140831232,10,10377420576348177440
4652218415107276800,10,9809543693055561730
4652218415090499584,10,9809262210541749264
4652218415077916672,9,11529514663021133828
4652218415075819520,9,11529566924191043588
